2023-03-17 00:25:17.452922 [INFO   ] [APP] application started
2023-03-17 00:25:17.453254 [INFO   ] [APP] loading configuration from 'BAC-1_FC-5_2.json'
2023-03-17 00:25:17.453418 [INFO   ] [CON] connecting to: 127.0.0.1:12345
2023-03-17 00:25:17.453602 [INFO   ] [CON] connected successfully to: 127.0.0.1:12345
2023-03-17 00:25:17.453620 [INFO   ] [BASE] logging in with teamname='BAC-1_FC-5_2' and secret='secret'
2023-03-17 00:25:20.341462 [INFO   ] [AUTO] Sending ask: 2 Price: 148600 Volume:50
2023-03-17 00:25:20.341468 [INFO   ] [AUTO] ASK 1
2023-03-17 00:25:20.341480 [INFO   ] [AUTO] Sending bid: 3 Price: 146600 Volume:50
2023-03-17 00:25:20.341481 [INFO   ] [AUTO] BID 1
2023-03-17 00:25:20.341789 [INFO   ] [AUTO] Order status update: 2
2023-03-17 00:25:20.341806 [INFO   ] [AUTO] Order status update: 3
2023-03-17 00:25:20.579213 [INFO   ] [AUTO] Cancelling: 3 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-17 00:25:20.579260 [INFO   ] [AUTO] Sending ask: 4 Price: 147600 Volume:50
2023-03-17 00:25:20.579263 [INFO   ] [AUTO] ASK 3
2023-03-17 00:25:20.579416 [INFO   ] [AUTO] Order status update: 3
2023-03-17 00:25:20.579786 [INFO   ] [AUTO] Order status update: 2
2023-03-17 00:25:20.579820 [INFO   ] [AUTO] Order status update: 4
2023-03-17 00:25:20.858643 [INFO   ] [AUTO] Cancelling: 0 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-17 00:25:20.858696 [INFO   ] [AUTO] Sending bid: 5 Price: 146300 Volume:50
2023-03-17 00:25:20.858699 [INFO   ] [AUTO] BID 1
2023-03-17 00:25:20.858884 [INFO   ] [AUTO] Order status update: 5
2023-03-17 00:25:21.044475 [INFO   ] [AUTO] Sending bid: 6 Price: 146500 Volume:50
2023-03-17 00:25:21.044481 [INFO   ] [AUTO] BID 3: 146400
2023-03-17 00:25:21.044768 [INFO   ] [AUTO] Order status update: 5
