2023-03-17 00:25:17.373227 [INFO   ] [APP] application started
2023-03-17 00:25:17.373537 [INFO   ] [APP] loading configuration from 'BAC-1_FC-5.json'
2023-03-17 00:25:17.373701 [INFO   ] [CON] connecting to: 127.0.0.1:12345
2023-03-17 00:25:17.373863 [INFO   ] [CON] connected successfully to: 127.0.0.1:12345
2023-03-17 00:25:17.373876 [INFO   ] [BASE] logging in with teamname='BAC-1_FC-5' and secret='secret'
2023-03-17 00:25:20.341502 [INFO   ] [AUTO] Sending ask: 2 Price: 148600 Volume:50
2023-03-17 00:25:20.341507 [INFO   ] [AUTO] ASK 1
2023-03-17 00:25:20.341513 [INFO   ] [AUTO] Sending bid: 3 Price: 146600 Volume:50
2023-03-17 00:25:20.341514 [INFO   ] [AUTO] BID 1
2023-03-17 00:25:20.341832 [INFO   ] [AUTO] Order status update: 2
2023-03-17 00:25:20.341837 [INFO   ] [AUTO] Order status update: 3
2023-03-17 00:25:20.579233 [INFO   ] [AUTO] Cancelling: 3 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-17 00:25:20.579282 [INFO   ] [AUTO] Sending ask: 4 Price: 147600 Volume:50
2023-03-17 00:25:20.579288 [INFO   ] [AUTO] ASK 3
2023-03-17 00:25:20.579676 [INFO   ] [AUTO] Order status update: 3
2023-03-17 00:25:20.579703 [INFO   ] [AUTO] Order status update: 2
2023-03-17 00:25:20.579767 [INFO   ] [AUTO] Order status update: 4
2023-03-17 00:25:20.858643 [INFO   ] [AUTO] Cancelling: 0 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-17 00:25:20.858714 [INFO   ] [AUTO] Sending bid: 5 Price: 146300 Volume:50
2023-03-17 00:25:20.858717 [INFO   ] [AUTO] BID 1
2023-03-17 00:25:20.858946 [INFO   ] [AUTO] Order status update: 5
2023-03-17 00:25:21.044519 [INFO   ] [AUTO] Sending bid: 6 Price: 146500 Volume:50
2023-03-17 00:25:21.044525 [INFO   ] [AUTO] BID 3: 146400
2023-03-17 00:25:21.044834 [INFO   ] [AUTO] Order status update: 5
2023-03-17 00:25:21.044896 [INFO   ] [AUTO] Order status update: 6
2023-03-17 00:25:21.570848 [INFO   ] [AUTO] Cancelling: 4 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-17 00:25:21.571314 [INFO   ] [AUTO] Order status update: 4
2023-03-17 00:25:21.801465 [INFO   ] [AUTO] Sending ask: 7 Price: 147600 Volume:50
2023-03-17 00:25:21.801473 [INFO   ] [AUTO] ASK 1
2023-03-17 00:25:21.802099 [INFO   ] [AUTO] Order status update: 7
2023-03-17 00:25:22.557168 [INFO   ] [AUTO] Cancelling: 6 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-17 00:25:22.557329 [INFO   ] [AUTO] Order status update: 6
