2023-03-17 00:25:16.841378 [INFO   ] [APP] application started
2023-03-17 00:25:16.841681 [INFO   ] [APP] loading configuration from 'BAC-1_FC-4.json'
2023-03-17 00:25:16.841844 [INFO   ] [CON] connecting to: 127.0.0.1:12345
2023-03-17 00:25:16.842026 [INFO   ] [CON] connected successfully to: 127.0.0.1:12345
2023-03-17 00:25:16.842039 [INFO   ] [BASE] logging in with teamname='BAC-1_FC-4' and secret='secret'
2023-03-17 00:25:20.341478 [INFO   ] [AUTO] Sending ask: 2 Price: 148300 Volume:50
2023-03-17 00:25:20.341488 [INFO   ] [AUTO] ASK 1
2023-03-17 00:25:20.341498 [INFO   ] [AUTO] Sending bid: 3 Price: 146600 Volume:50
2023-03-17 00:25:20.341500 [INFO   ] [AUTO] BID 1
2023-03-17 00:25:20.341795 [INFO   ] [AUTO] Order status update: 2
2023-03-17 00:25:20.341903 [INFO   ] [AUTO] Order status update: 3
2023-03-17 00:25:20.579219 [INFO   ] [AUTO] Cancelling: 3 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-17 00:25:20.579264 [INFO   ] [AUTO] Sending ask: 4 Price: 147500 Volume:50
2023-03-17 00:25:20.579267 [INFO   ] [AUTO] ASK 3
2023-03-17 00:25:20.579443 [INFO   ] [AUTO] Order status update: 3
2023-03-17 00:25:20.579507 [INFO   ] [AUTO] Order status update: 2
2023-03-17 00:25:20.579527 [INFO   ] [AUTO] Order status update: 4
2023-03-17 00:25:20.858660 [INFO   ] [AUTO] Cancelling: 0 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-17 00:25:20.858703 [INFO   ] [AUTO] Sending bid: 5 Price: 146400 Volume:50
2023-03-17 00:25:20.858707 [INFO   ] [AUTO] BID 1
2023-03-17 00:25:20.858987 [INFO   ] [AUTO] Order status update: 5
2023-03-17 00:25:21.044497 [INFO   ] [AUTO] Sending bid: 6 Price: 146500 Volume:50
2023-03-17 00:25:21.044505 [INFO   ] [AUTO] BID 3: 146400
2023-03-17 00:25:21.044804 [INFO   ] [AUTO] Order status update: 5
2023-03-17 00:25:21.044840 [INFO   ] [AUTO] Order status update: 6
2023-03-17 00:25:21.134168 [INFO   ] [AUTO] order 4 filled for 21 lots at $147500 cents
2023-03-17 00:25:21.134215 [INFO   ] [AUTO] Order status update: 4
