2023-03-17 00:25:16.484425 [INFO   ] [APP] application started
2023-03-17 00:25:16.485124 [INFO   ] [APP] loading configuration from 'BAC-1_FC-3_2.json'
2023-03-17 00:25:16.485517 [INFO   ] [CON] connecting to: 127.0.0.1:12345
2023-03-17 00:25:16.485921 [INFO   ] [CON] connected successfully to: 127.0.0.1:12345
2023-03-17 00:25:16.485952 [INFO   ] [BASE] logging in with teamname='BAC-1_FC-3_2' and secret='secret'
2023-03-17 00:25:20.341520 [INFO   ] [AUTO] Sending ask: 2 Price: 148000 Volume:50
2023-03-17 00:25:20.341526 [INFO   ] [AUTO] ASK 1
2023-03-17 00:25:20.341534 [INFO   ] [AUTO] Sending bid: 3 Price: 146600 Volume:50
2023-03-17 00:25:20.341535 [INFO   ] [AUTO] BID 1
2023-03-17 00:25:20.341875 [INFO   ] [AUTO] Order status update: 2
2023-03-17 00:25:20.341880 [INFO   ] [AUTO] Order status update: 3
2023-03-17 00:25:20.579244 [INFO   ] [AUTO] Sending ask: 4 Price: 147500 Volume:50
2023-03-17 00:25:20.579250 [INFO   ] [AUTO] ASK 3
2023-03-17 00:25:20.579850 [INFO   ] [AUTO] Order status update: 2
2023-03-17 00:25:20.579877 [INFO   ] [AUTO] Order status update: 4
2023-03-17 00:25:20.858673 [INFO   ] [AUTO] Cancelling: 3 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-17 00:25:20.858724 [INFO   ] [AUTO] Sending ask: 5 Price: 147400 Volume:50
2023-03-17 00:25:20.858727 [INFO   ] [AUTO] ASK 3
2023-03-17 00:25:20.859090 [INFO   ] [AUTO] Order status update: 3
2023-03-17 00:25:20.859093 [INFO   ] [AUTO] Order status update: 4
2023-03-17 00:25:20.859137 [INFO   ] [AUTO] Order status update: 5
2023-03-17 00:25:21.044477 [INFO   ] [AUTO] Sending bid: 6 Price: 146500 Volume:50
2023-03-17 00:25:21.044485 [INFO   ] [AUTO] BID 1
2023-03-17 00:25:21.044731 [INFO   ] [AUTO] Order status update: 6
2023-03-17 00:25:21.134129 [INFO   ] [AUTO] order 5 filled for 50 lots at $147400 cents
2023-03-17 00:25:21.134196 [INFO   ] [AUTO] Order status update: 5
2023-03-17 00:25:21.134384 [INFO   ] [AUTO] hedge order 7 filled for 50 lots at $147100 average price in cents
2023-03-17 00:25:21.313973 [INFO   ] [AUTO] Sending ask: 8 Price: 147400 Volume:25
2023-03-17 00:25:21.313983 [INFO   ] [AUTO] ASK 1
2023-03-17 00:25:21.313986 [INFO   ] [AUTO] Sending bid: 9 Price: 146600 Volume:75
2023-03-17 00:25:21.313987 [INFO   ] [AUTO] BID 3: 146500
2023-03-17 00:25:21.314730 [INFO   ] [AUTO] Order status update: 8
2023-03-17 00:25:21.314962 [INFO   ] [AUTO] Order status update: 6
2023-03-17 00:25:21.315053 [INFO   ] [AUTO] Order status update: 9
2023-03-17 00:25:21.570819 [INFO   ] [AUTO] Cancelling: 8 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-17 00:25:21.570881 [INFO   ] [AUTO] Sending bid: 10 Price: 146700 Volume:75
2023-03-17 00:25:21.570886 [INFO   ] [AUTO] BID 3: 146600
2023-03-17 00:25:21.571114 [INFO   ] [AUTO] Order status update: 8
2023-03-17 00:25:21.571143 [INFO   ] [AUTO] Order status update: 9
2023-03-17 00:25:21.571179 [INFO   ] [AUTO] Order status update: 10
2023-03-17 00:25:21.801487 [INFO   ] [AUTO] Sending ask: 11 Price: 147400 Volume:25
2023-03-17 00:25:21.801492 [INFO   ] [AUTO] ASK 1
2023-03-17 00:25:21.802247 [INFO   ] [AUTO] Order status update: 11
2023-03-17 00:25:22.557175 [INFO   ] [AUTO] Cancelling: 10 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-17 00:25:22.557429 [INFO   ] [AUTO] Order status update: 10
2023-03-17 00:25:22.863021 [INFO   ] [AUTO] Cancelling: 0 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-17 00:25:22.863065 [INFO   ] [AUTO] Sending ask: 12 Price: 147300 Volume:25
2023-03-17 00:25:22.863069 [INFO   ] [AUTO] ASK 3
2023-03-17 00:25:22.863077 [INFO   ] [AUTO] Sending bid: 13 Price: 146500 Volume:75
2023-03-17 00:25:22.863078 [INFO   ] [AUTO] BID 1
2023-03-17 00:25:22.863276 [INFO   ] [AUTO] Order status update: 11
2023-03-17 00:25:22.863303 [INFO   ] [AUTO] Order status update: 12
2023-03-17 00:25:22.863340 [INFO   ] [AUTO] Order status update: 13
2023-03-17 00:25:23.095922 [INFO   ] [AUTO] Cancelling: 13 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-17 00:25:23.096157 [INFO   ] [AUTO] Order status update: 13
2023-03-17 00:25:23.351233 [INFO   ] [AUTO] Cancelling: 0 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-17 00:25:23.351268 [INFO   ] [AUTO] Sending bid: 14 Price: 146300 Volume:75
2023-03-17 00:25:23.351272 [INFO   ] [AUTO] BID 1
2023-03-17 00:25:23.351530 [INFO   ] [AUTO] Order status update: 14
2023-03-17 00:25:23.594168 [INFO   ] [AUTO] Sending bid: 15 Price: 146400 Volume:75
2023-03-17 00:25:23.594172 [INFO   ] [AUTO] BID 3: 146300
2023-03-17 00:25:23.594537 [INFO   ] [AUTO] Order status update: 14
2023-03-17 00:25:23.594565 [INFO   ] [AUTO] Order status update: 15
2023-03-17 00:25:23.742587 [INFO   ] [AUTO] order 12 filled for 25 lots at $147300 cents
2023-03-17 00:25:23.742637 [INFO   ] [AUTO] Order status update: 12
2023-03-17 00:25:23.742703 [INFO   ] [AUTO] hedge order 16 filled for 25 lots at $147000 average price in cents
2023-03-17 00:25:23.872643 [INFO   ] [AUTO] Sending ask: 17 Price: 147300 Volume:12
2023-03-17 00:25:23.872647 [INFO   ] [AUTO] ASK 1
2023-03-17 00:25:23.872651 [INFO   ] [AUTO] Sending bid: 18 Price: 146500 Volume:87
2023-03-17 00:25:23.872652 [INFO   ] [AUTO] BID 3: 146400
2023-03-17 00:25:23.872815 [INFO   ] [AUTO] Order status update: 17
2023-03-17 00:25:23.872837 [INFO   ] [AUTO] Order status update: 15
2023-03-17 00:25:23.872894 [INFO   ] [AUTO] Order status update: 18
2023-03-17 00:25:23.997692 [INFO   ] [AUTO] order 18 filled for 17 lots at $146500 cents
2023-03-17 00:25:23.997726 [INFO   ] [AUTO] Order status update: 18
2023-03-17 00:25:23.997859 [INFO   ] [AUTO] hedge order 19 filled for 17 lots at $146800 average price in cents
2023-03-17 00:25:24.839987 [INFO   ] [AUTO] order 18 filled for 19 lots at $146500 cents
2023-03-17 00:25:24.840029 [INFO   ] [AUTO] Order status update: 18
2023-03-17 00:25:24.840134 [INFO   ] [AUTO] hedge order 20 filled for 19 lots at $146800 average price in cents
2023-03-17 00:25:25.087268 [INFO   ] [AUTO] Cancelling: 18 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-17 00:25:25.087310 [INFO   ] [AUTO] Sending ask: 21 Price: 147100 Volume:30
2023-03-17 00:25:25.087314 [INFO   ] [AUTO] ASK 3
2023-03-17 00:25:25.087892 [INFO   ] [AUTO] Order status update: 18
2023-03-17 00:25:25.087916 [INFO   ] [AUTO] Order status update: 17
2023-03-17 00:25:25.088288 [INFO   ] [AUTO] Order status update: 21
