Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
4e-06,hansolo_2159,Tick,0,0,0,0,,,0,0,0,OK
4e-06,scoop_63009,Tick,0,0,0,0,,,0,0,0,OK
4e-06,EagleOne_660000,Tick,0,0,0,0,,,0,0,0,OK
4e-06,QleverTraders_778996,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Gamblers_230215,Tick,0,0,0,0,,,0,0,0,OK
4e-06,MelbourneMarkets_150344,Tick,0,0,0,0,,,0,0,0,OK
4e-06,dpgobrrr_10419,Tick,0,0,0,0,,,0,0,0,OK
0.293894,hansolo_2159,Tick,0,0,0,0,126400,,0,0,0,OK
0.293894,scoop_63009,Tick,0,0,0,0,126400,,0,0,0,OK
0.293894,EagleOne_660000,Tick,0,0,0,0,126400,,0,0,0,OK
0.293894,QleverTraders_778996,Tick,0,1,-1,1,126400,,-13,13,13,OK
0.293894,Gamblers_230215,Tick,0,0,0,0,126400,,0,0,0,OK
0.293894,MelbourneMarkets_150344,Tick,0,0,0,0,126400,,0,0,0,OK
0.293894,dpgobrrr_10419,Tick,0,0,0,0,126400,,0,0,0,OK
0.532079,hansolo_2159,Tick,0,0,0,0,126600,,0,0,0,OK
0.532079,scoop_63009,Tick,0,0,0,0,126600,,0,0,0,OK
0.532079,EagleOne_660000,Tick,0,0,0,0,126600,,0,0,0,OK
0.532079,QleverTraders_778996,Tick,0,11,-11,11,126600,,-140,1140,1140,OK
0.532079,Gamblers_230215,Tick,0,20,-20,20,126600,,-253,253,253,OK
0.532079,MelbourneMarkets_150344,Tick,0,0,0,0,126600,,0,0,0,OK
0.532079,dpgobrrr_10419,Tick,0,0,0,0,126600,,0,0,0,OK
0.722173,hansolo_2159,Tick,0,49,-49,0,126600,,1241,6202159,6202159,OK
0.722173,scoop_63009,Tick,0,10,-10,10,126600,,253,-1253,-1253,OK
0.722173,EagleOne_660000,Tick,0,0,0,0,126600,,0,0,0,OK
0.722173,QleverTraders_778996,Tick,0,11,-11,11,126600,,-140,1140,1140,OK
0.722173,Gamblers_230215,Tick,0,40,-40,40,126600,,253,-2253,-2253,OK
0.722173,MelbourneMarkets_150344,Tick,0,0,0,0,126600,,0,0,0,OK
0.722173,dpgobrrr_10419,Tick,0,0,0,0,126600,,0,0,0,OK
0.957688,hansolo_2159,Tick,0,49,-49,0,126600,,1241,6202159,6202159,OK
0.957688,scoop_63009,Tick,0,10,-10,10,126600,,253,-1253,-1253,OK
0.957688,EagleOne_660000,Tick,10,0,10,-10,126600,,253,-1253,-1253,OK
0.957688,QleverTraders_778996,Tick,10,11,-1,1,126600,,113,-1113,-1113,OK
0.957688,Gamblers_230215,Tick,0,50,-50,50,126600,,126,-2126,-2126,OK
0.957688,MelbourneMarkets_150344,Tick,0,10,-10,10,126600,,-127,1127,1127,OK
0.957688,dpgobrrr_10419,Tick,0,0,0,0,126600,,0,0,0,OK
1.266804,hansolo_2159,Tick,0,49,-49,0,126700,126700,1241,6202159,-6141,OK
1.266804,scoop_63009,Tick,0,10,-10,10,126700,126700,253,-1253,-1253,OK
1.266804,EagleOne_660000,Tick,20,0,20,-20,126700,126700,506,-3506,-3506,OK
1.266804,QleverTraders_778996,Tick,20,11,9,-9,126700,126700,366,-2366,-2366,OK
1.266804,Gamblers_230215,Tick,0,60,-60,60,126700,126700,-1,-1999,-1999,OK
1.266804,MelbourneMarkets_150344,Tick,0,20,-20,20,126700,126700,-254,2254,2254,OK
1.266804,dpgobrrr_10419,Tick,0,0,0,0,126700,126700,0,0,0,OK
1.516718,hansolo_2159,Tick,0,49,-49,0,126700,126800,1241,6202159,-6141,OK
1.516718,scoop_63009,Tick,0,10,-10,10,126700,126800,253,-1253,-253,OK
1.516718,EagleOne_660000,Tick,40,0,40,-40,126700,126800,1013,-6013,-10013,OK
1.516718,QleverTraders_778996,Tick,20,11,9,-9,126700,126800,366,-2366,-3266,OK
1.516718,Gamblers_230215,Tick,0,80,-80,80,126700,126800,-254,-3746,4254,OK
1.516718,MelbourneMarkets_150344,Tick,0,20,-20,20,126700,126800,-254,2254,4254,OK
1.516718,dpgobrrr_10419,Tick,0,0,0,0,126700,126800,0,0,0,OK
1.795393,hansolo_2159,Tick,0,49,-49,0,126900,126800,1241,6202159,-15941,OK
1.795393,scoop_63009,Tick,10,10,0,0,126900,126800,507,1493,1493,OK
1.795393,EagleOne_660000,Tick,40,0,40,-40,126900,126800,1013,-6013,-2013,OK
1.795393,QleverTraders_778996,Tick,30,21,9,-9,126900,126800,493,-4493,-3593,OK
1.795393,Gamblers_230215,Tick,0,90,-90,90,126900,126800,-381,-6619,-15619,OK
1.795393,MelbourneMarkets_150344,Tick,0,20,-20,20,126900,126800,-254,2254,254,OK
1.795393,dpgobrrr_10419,Tick,0,0,0,0,126900,126800,0,0,0,OK
1.811944,Gamblers_230215,Breach,0,110,-110,90,126900,126800,126,2528874,-7126,
1.813601,Gamblers_230215,Disconnect,0,110,-110,90,126800,126800,126,2528874,-7126,
1.998495,hansolo_2159,Tick,0,49,-49,0,126800,126800,1241,6202159,-11041,OK
1.998495,scoop_63009,Tick,10,10,0,0,126800,126800,507,1493,1493,OK
1.998495,EagleOne_660000,Tick,40,0,40,-40,126800,126800,1013,-6013,-6013,OK
1.998495,QleverTraders_778996,Tick,30,21,9,-9,126800,126800,493,-4493,-4493,OK
1.998495,Gamblers_230215,Tick,0,110,-110,90,126800,126800,126,2528874,-7126,BREACH
1.998495,MelbourneMarkets_150344,Tick,20,20,0,0,126800,126800,-508,6508,6508,OK
1.998495,dpgobrrr_10419,Tick,0,0,0,0,126800,126800,0,0,0,OK
2.24436,hansolo_2159,Tick,0,49,-49,0,126800,126800,1241,6202159,-11041,OK
2.24436,scoop_63009,Tick,10,10,0,0,126800,126800,507,1493,1493,OK
2.24436,EagleOne_660000,Tick,40,0,40,-40,126800,126800,1013,-6013,-6013,OK
2.24436,QleverTraders_778996,Tick,30,21,9,-9,126800,126800,493,-4493,-4493,OK
2.24436,Gamblers_230215,Tick,0,110,-110,90,126800,126800,126,2528874,-7126,BREACH
2.24436,MelbourneMarkets_150344,Tick,20,20,0,0,126800,126800,-508,6508,6508,OK
2.24436,dpgobrrr_10419,Tick,0,0,0,0,126800,126800,0,0,0,OK
2.486421,hansolo_2159,Tick,0,49,-49,0,126800,126800,1241,6202159,-11041,OK
2.486421,scoop_63009,Tick,10,10,0,0,126800,126800,507,1493,1493,OK
2.486421,EagleOne_660000,Tick,40,0,40,-40,126800,126800,1013,-6013,-6013,OK
2.486421,QleverTraders_778996,Tick,30,21,9,-9,126800,126800,493,-4493,-4493,OK
2.486421,Gamblers_230215,Tick,0,110,-110,90,126800,126800,126,2528874,-7126,BREACH
2.486421,MelbourneMarkets_150344,Tick,20,20,0,0,126800,126800,-508,6508,6508,OK
2.486421,dpgobrrr_10419,Tick,0,0,0,0,126800,126800,0,0,0,OK
2.741172,hansolo_2159,Tick,0,49,-49,0,127400,126800,1241,6202159,-23487,OK
2.741172,scoop_63009,Tick,10,10,0,0,127400,126800,507,1493,1493,OK
2.741172,EagleOne_660000,Tick,40,0,40,-40,127400,126800,1013,-6013,4147,OK
2.741172,QleverTraders_778996,Tick,30,31,-1,1,127400,126800,366,-4366,-4620,OK
2.741172,Gamblers_230215,Tick,0,110,-110,90,127400,126800,126,2528874,-35066,BREACH
2.741172,MelbourneMarkets_150344,Tick,20,20,0,0,127400,126800,-508,6508,6508,OK
2.741172,dpgobrrr_10419,Tick,0,0,0,0,127400,126800,0,0,0,OK
2.99812,hansolo_2159,Tick,0,49,-49,0,127400,127300,1241,6202159,-40441,OK
2.99812,scoop_63009,Tick,10,20,-10,10,127400,127300,762,1238,238,OK
2.99812,EagleOne_660000,Tick,40,0,40,-40,127400,127300,1013,-6013,-2013,OK
2.99812,QleverTraders_778996,Tick,30,31,-1,1,127400,127300,366,-4366,-4466,OK
2.99812,Gamblers_230215,Tick,0,110,-110,90,127400,127300,126,2528874,-28126,BREACH
2.99812,MelbourneMarkets_150344,Tick,20,20,0,0,127400,127300,-508,6508,6508,OK
2.99812,dpgobrrr_10419,Tick,0,0,0,0,127400,127300,0,0,0,OK
3.268746,hansolo_2159,Tick,0,49,-49,0,127400,127200,1241,6202159,-40441,OK
3.268746,scoop_63009,Tick,10,30,-20,20,127400,127200,1017,983,-3017,OK
3.268746,EagleOne_660000,Tick,40,0,40,-40,127400,127200,1013,-6013,1987,OK
3.268746,QleverTraders_778996,Tick,30,31,-1,1,127400,127200,366,-4366,-4566,OK
3.268746,Gamblers_230215,Tick,0,110,-110,90,127400,127200,126,2528874,-37126,BREACH
3.268746,MelbourneMarkets_150344,Tick,20,20,0,0,127400,127200,-508,6508,6508,OK
3.268746,dpgobrrr_10419,Tick,0,0,0,0,127400,127200,0,0,0,OK
3.528284,hansolo_2159,Tick,0,49,-49,0,127500,127200,1241,6202159,-43087,OK
3.528284,scoop_63009,Tick,10,40,-30,30,127500,127200,1272,728,-6892,OK
3.528284,EagleOne_660000,Tick,50,0,50,-50,127500,127200,1268,-8268,4432,OK
3.528284,QleverTraders_778996,Tick,30,31,-1,1,127500,127200,366,-4366,-4620,OK
3.528284,Gamblers_230215,Tick,0,110,-110,90,127500,127200,126,2528874,-43066,BREACH
3.528284,MelbourneMarkets_150344,Tick,20,37,-17,17,127500,127200,-725,7725,3407,OK
3.528284,dpgobrrr_10419,Tick,0,0,0,0,127500,127200,0,0,0,OK
3.747442,hansolo_2159,Tick,0,49,-49,0,127500,127400,1241,6202159,-45341,OK
3.747442,scoop_63009,Tick,10,40,-30,30,127500,127400,1272,728,-2272,OK
3.747442,EagleOne_660000,Tick,50,0,50,-50,127500,127400,1268,-8268,-3268,OK
