2023-03-12 23:09:15.792250 [INFO   ] [APP] application started
2023-03-12 23:09:15.792265 [INFO   ] [APP] loading configuration from 'autotrader.json'
2023-03-12 23:09:15.792708 [INFO   ] [CON] connecting to: 172.18.0.2:12345
2023-03-12 23:09:15.792822 [INFO   ] [CON] connected successfully to: 172.18.0.2:12345
2023-03-12 23:09:15.792838 [INFO   ] [BASE] logging in with teamname='MelbourneMarkets_150344' and secret='03e72611703e4488846842a0acc84294'
2023-03-12 23:09:33.507521 [INFO   ] [AUTO] ASK 1
2023-03-12 23:09:33.507545 [INFO   ] [AUTO] Max ask volume: 50
2023-03-12 23:09:33.507554 [INFO   ] [AUTO] Sending ask: 2 Price: 126500 Volume:50
2023-03-12 23:09:33.507645 [INFO   ] [AUTO] BID 1
2023-03-12 23:09:33.507654 [INFO   ] [AUTO] Max bid volume: 50
2023-03-12 23:09:33.507661 [INFO   ] [AUTO] Sending bid: 3 Price: 125200 Volume:50
2023-03-12 23:09:33.507982 [INFO   ] [AUTO] Order status update: 2
2023-03-12 23:09:33.508045 [INFO   ] [AUTO] Order status update: 3
2023-03-12 23:09:33.801154 [INFO   ] [AUTO] Cancelling: 2 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-12 23:09:33.801185 [INFO   ] [AUTO] BID 3: 126200
2023-03-12 23:09:33.801192 [INFO   ] [AUTO] Max bid volume: 50
2023-03-12 23:09:33.801199 [INFO   ] [AUTO] Sending bid: 4 Price: 126200 Volume:50
2023-03-12 23:09:33.801464 [INFO   ] [AUTO] Order status update: 2
2023-03-12 23:09:33.801519 [INFO   ] [AUTO] Order status update: 3
2023-03-12 23:09:33.801580 [INFO   ] [AUTO] Order status update: 4
2023-03-12 23:09:34.039332 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-12 23:09:34.039349 [INFO   ] [AUTO] ASK 1
2023-03-12 23:09:34.039356 [INFO   ] [AUTO] Max ask volume: 50
2023-03-12 23:09:34.039363 [INFO   ] [AUTO] Sending ask: 5 Price: 126800 Volume:50
2023-03-12 23:09:34.048681 [INFO   ] [AUTO] Order status update: 5
2023-03-12 23:09:34.229430 [INFO   ] [AUTO] ASK 3
2023-03-12 23:09:34.229439 [INFO   ] [AUTO] Max ask volume: 50
2023-03-12 23:09:34.229446 [INFO   ] [AUTO] Sending ask: 6 Price: 126700 Volume:50
2023-03-12 23:09:34.229455 [INFO   ] [AUTO] BID 3: 126500
2023-03-12 23:09:34.229465 [INFO   ] [AUTO] Max bid volume: 50
2023-03-12 23:09:34.229472 [INFO   ] [AUTO] Sending bid: 7 Price: 126400 Volume:50
2023-03-12 23:09:34.229767 [INFO   ] [AUTO] Order status update: 5
2023-03-12 23:09:34.229878 [INFO   ] [AUTO] Order status update: 6
2023-03-12 23:09:34.229903 [INFO   ] [AUTO] Order status update: 4
2023-03-12 23:09:34.229954 [INFO   ] [AUTO] Order status update: 7
2023-03-12 23:09:34.230088 [INFO   ] [AUTO] order 6 filled for 10 lots at $126700 cents
2023-03-12 23:09:34.230111 [INFO   ] [AUTO] Order status update: 6
2023-03-12 23:09:34.231255 [INFO   ] [AUTO] hedge order 8 filled for 10 lots at $126600 average price in cents
2023-03-12 23:09:34.472252 [INFO   ] [AUTO] order 6 filled for 10 lots at $126700 cents
2023-03-12 23:09:34.472270 [INFO   ] [AUTO] Order status update: 6
2023-03-12 23:09:34.472642 [INFO   ] [AUTO] hedge order 9 filled for 10 lots at $126600 average price in cents
2023-03-12 23:09:34.774030 [INFO   ] [AUTO] Cancelling: 6 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-12 23:09:34.774050 [INFO   ] [AUTO] BID 3: 126400
2023-03-12 23:09:34.774058 [INFO   ] [AUTO] Max bid volume: 70
2023-03-12 23:09:34.774065 [INFO   ] [AUTO] Sending bid: 10 Price: 126500 Volume:70
2023-03-12 23:09:34.774860 [INFO   ] [AUTO] Order status update: 6
2023-03-12 23:09:34.774933 [INFO   ] [AUTO] Order status update: 7
2023-03-12 23:09:34.774989 [INFO   ] [AUTO] Order status update: 10
2023-03-12 23:09:35.024110 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-12 23:09:35.024127 [INFO   ] [AUTO] ASK 1
2023-03-12 23:09:35.024134 [INFO   ] [AUTO] Max ask volume: 30
2023-03-12 23:09:35.024141 [INFO   ] [AUTO] Sending ask: 11 Price: 127300 Volume:30
2023-03-12 23:09:35.024154 [INFO   ] [AUTO] BID 3: 126600
2023-03-12 23:09:35.024162 [INFO   ] [AUTO] Max bid volume: 70
2023-03-12 23:09:35.024168 [INFO   ] [AUTO] Sending bid: 12 Price: 126700 Volume:70
2023-03-12 23:09:35.025187 [INFO   ] [AUTO] Order status update: 11
2023-03-12 23:09:35.025389 [INFO   ] [AUTO] Order status update: 10
2023-03-12 23:09:35.025449 [INFO   ] [AUTO] Order status update: 12
2023-03-12 23:09:35.302636 [INFO   ] [AUTO] BID 3: 126700
2023-03-12 23:09:35.302645 [INFO   ] [AUTO] Max bid volume: 70
2023-03-12 23:09:35.302652 [INFO   ] [AUTO] Sending bid: 13 Price: 126800 Volume:70
2023-03-12 23:09:35.302752 [INFO   ] [AUTO] Order status update: 12
2023-03-12 23:09:35.302827 [INFO   ] [AUTO] Order status update: 13
2023-03-12 23:09:35.303268 [INFO   ] [AUTO] order 13 filled for 20 lots at $126800 cents
2023-03-12 23:09:35.303283 [INFO   ] [AUTO] Order status update: 13
2023-03-12 23:09:35.305072 [INFO   ] [AUTO] hedge order 14 filled for 20 lots at $127000 average price in cents
2023-03-12 23:09:35.505729 [INFO   ] [AUTO] Cancelling: 11 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-12 23:09:35.505761 [INFO   ] [AUTO] BID 3: 127000
2023-03-12 23:09:35.505769 [INFO   ] [AUTO] Max bid volume: 50
2023-03-12 23:09:35.505776 [INFO   ] [AUTO] Sending bid: 15 Price: 127000 Volume:50
2023-03-12 23:09:35.505913 [INFO   ] [AUTO] Order status update: 11
2023-03-12 23:09:35.505949 [INFO   ] [AUTO] Order status update: 13
2023-03-12 23:09:35.506001 [INFO   ] [AUTO] Order status update: 15
2023-03-12 23:09:35.751594 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-12 23:09:35.751614 [INFO   ] [AUTO] ASK 1
2023-03-12 23:09:35.751622 [INFO   ] [AUTO] Max ask volume: 50
2023-03-12 23:09:35.751629 [INFO   ] [AUTO] Sending ask: 16 Price: 127500 Volume:50
2023-03-12 23:09:35.751645 [INFO   ] [AUTO] BID 3: 127100
2023-03-12 23:09:35.751652 [INFO   ] [AUTO] Max bid volume: 50
2023-03-12 23:09:35.751659 [INFO   ] [AUTO] Sending bid: 17 Price: 127100 Volume:50
2023-03-12 23:09:35.751806 [INFO   ] [AUTO] Order status update: 16
2023-03-12 23:09:35.751838 [INFO   ] [AUTO] Order status update: 15
2023-03-12 23:09:35.751886 [INFO   ] [AUTO] Order status update: 17
2023-03-12 23:09:36.248418 [INFO   ] [AUTO] BID 3: 127400
2023-03-12 23:09:36.248427 [INFO   ] [AUTO] Max bid volume: 50
2023-03-12 23:09:36.248433 [INFO   ] [AUTO] Sending bid: 18 Price: 127200 Volume:50
2023-03-12 23:09:36.248664 [INFO   ] [AUTO] Order status update: 17
2023-03-12 23:09:36.248906 [INFO   ] [AUTO] Order status update: 18
