2023-03-13 00:45:38.997271 [INFO   ] [APP] application started
2023-03-13 00:45:38.997286 [INFO   ] [APP] loading configuration from 'autotrader.json'
2023-03-13 00:45:38.997736 [INFO   ] [CON] connecting to: 172.24.0.2:12345
2023-03-13 00:45:38.997849 [INFO   ] [CON] connected successfully to: 172.24.0.2:12345
2023-03-13 00:45:38.997864 [INFO   ] [BASE] logging in with teamname='MelbourneMarkets_150344' and secret='b2a0f8a7999d4b628389baad5becdbee'
2023-03-13 00:45:57.010646 [INFO   ] [AUTO] ASK 1
2023-03-13 00:45:57.010681 [INFO   ] [AUTO] Max ask volume: 50
2023-03-13 00:45:57.010691 [INFO   ] [AUTO] Sending ask: 2 Price: 126500 Volume:50
2023-03-13 00:45:57.010802 [INFO   ] [AUTO] BID 1
2023-03-13 00:45:57.010811 [INFO   ] [AUTO] Max bid volume: 50
2023-03-13 00:45:57.010818 [INFO   ] [AUTO] Sending bid: 3 Price: 125200 Volume:50
2023-03-13 00:45:57.010976 [INFO   ] [AUTO] Order status update: 2
2023-03-13 00:45:57.011656 [INFO   ] [AUTO] Order status update: 3
2023-03-13 00:45:57.148363 [INFO   ] [AUTO] order 2 filled for 1 lots at $126500 cents
2023-03-13 00:45:57.148398 [INFO   ] [AUTO] Order status update: 2
2023-03-13 00:45:57.156062 [INFO   ] [AUTO] hedge order 4 filled for 1 lots at $126500 average price in cents
2023-03-13 00:45:57.294632 [INFO   ] [AUTO] Cancelling: 2 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:45:57.294697 [INFO   ] [AUTO] BID 3: 125800
2023-03-13 00:45:57.294705 [INFO   ] [AUTO] Max bid volume: 51
2023-03-13 00:45:57.294712 [INFO   ] [AUTO] Sending bid: 5 Price: 125900 Volume:51
2023-03-13 00:45:57.295658 [INFO   ] [AUTO] Order status update: 2
2023-03-13 00:45:57.295709 [INFO   ] [AUTO] Order status update: 3
2023-03-13 00:45:57.295773 [INFO   ] [AUTO] Order status update: 5
2023-03-13 00:45:57.472253 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:45:57.472280 [INFO   ] [AUTO] ASK 1
2023-03-13 00:45:57.472287 [INFO   ] [AUTO] Max ask volume: 49
2023-03-13 00:45:57.472294 [INFO   ] [AUTO] Sending ask: 6 Price: 126800 Volume:49
2023-03-13 00:45:57.472317 [INFO   ] [AUTO] BID 3: 126600
2023-03-13 00:45:57.472324 [INFO   ] [AUTO] Max bid volume: 51
2023-03-13 00:45:57.472331 [INFO   ] [AUTO] Sending bid: 7 Price: 126200 Volume:51
2023-03-13 00:45:57.473625 [INFO   ] [AUTO] Order status update: 6
2023-03-13 00:45:57.473652 [INFO   ] [AUTO] Order status update: 5
2023-03-13 00:45:57.473704 [INFO   ] [AUTO] Order status update: 7
2023-03-13 00:45:57.777748 [INFO   ] [AUTO] ASK 3
2023-03-13 00:45:57.777760 [INFO   ] [AUTO] Max ask volume: 49
2023-03-13 00:45:57.777766 [INFO   ] [AUTO] Sending ask: 8 Price: 126700 Volume:49
2023-03-13 00:45:57.777778 [INFO   ] [AUTO] BID 3: 126600
2023-03-13 00:45:57.777786 [INFO   ] [AUTO] Max bid volume: 51
2023-03-13 00:45:57.777792 [INFO   ] [AUTO] Sending bid: 9 Price: 126400 Volume:51
2023-03-13 00:45:57.778729 [INFO   ] [AUTO] Order status update: 6
2023-03-13 00:45:57.779844 [INFO   ] [AUTO] Order status update: 8
2023-03-13 00:45:57.779880 [INFO   ] [AUTO] Order status update: 7
2023-03-13 00:45:57.779935 [INFO   ] [AUTO] Order status update: 9
2023-03-13 00:45:58.002188 [INFO   ] [AUTO] order 8 filled for 10 lots at $126700 cents
2023-03-13 00:45:58.002213 [INFO   ] [AUTO] Order status update: 8
2023-03-13 00:45:58.002662 [INFO   ] [AUTO] hedge order 10 filled for 10 lots at $126600 average price in cents
2023-03-13 00:45:58.014260 [INFO   ] [AUTO] order 8 filled for 39 lots at $126700 cents
2023-03-13 00:45:58.014276 [INFO   ] [AUTO] Order status update: 8
2023-03-13 00:45:58.014727 [INFO   ] [AUTO] hedge order 11 filled for 39 lots at $126600 average price in cents
2023-03-13 00:45:58.305688 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:45:58.305732 [INFO   ] [AUTO] ASK 1
2023-03-13 00:45:58.305739 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:45:58.305755 [INFO   ] [AUTO] BID 3: 126600
2023-03-13 00:45:58.305763 [INFO   ] [AUTO] Max bid volume: 100
2023-03-13 00:45:58.305770 [INFO   ] [AUTO] Sending bid: 12 Price: 126500 Volume:100
2023-03-13 00:45:58.306506 [INFO   ] [AUTO] Order status update: 9
2023-03-13 00:45:58.306597 [INFO   ] [AUTO] Order status update: 12
2023-03-13 00:45:58.516037 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:45:58.516226 [INFO   ] [AUTO] ASK 1
2023-03-13 00:45:58.516233 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:45:58.516248 [INFO   ] [AUTO] BID 3: 126600
2023-03-13 00:45:58.516255 [INFO   ] [AUTO] Max bid volume: 100
2023-03-13 00:45:58.516262 [INFO   ] [AUTO] Sending bid: 13 Price: 126700 Volume:100
2023-03-13 00:45:58.516571 [INFO   ] [AUTO] Order status update: 12
2023-03-13 00:45:58.516642 [INFO   ] [AUTO] Order status update: 13
2023-03-13 00:45:58.772493 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:45:58.772537 [INFO   ] [AUTO] ASK 1
2023-03-13 00:45:58.772544 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:45:58.772560 [INFO   ] [AUTO] BID 3: 126800
2023-03-13 00:45:58.772568 [INFO   ] [AUTO] Max bid volume: 100
2023-03-13 00:45:58.772575 [INFO   ] [AUTO] Sending bid: 14 Price: 126900 Volume:100
2023-03-13 00:45:58.772853 [INFO   ] [AUTO] Order status update: 13
2023-03-13 00:45:58.772929 [INFO   ] [AUTO] Order status update: 14
2023-03-13 00:45:59.002025 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:45:59.002071 [INFO   ] [AUTO] ASK 1
2023-03-13 00:45:59.002079 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:45:59.002095 [INFO   ] [AUTO] BID 3: 126900
2023-03-13 00:45:59.002102 [INFO   ] [AUTO] Max bid volume: 100
2023-03-13 00:45:59.002110 [INFO   ] [AUTO] Sending bid: 15 Price: 127000 Volume:100
2023-03-13 00:45:59.002256 [INFO   ] [AUTO] Order status update: 14
2023-03-13 00:45:59.002533 [INFO   ] [AUTO] Order status update: 15
2023-03-13 00:45:59.256537 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:45:59.256581 [INFO   ] [AUTO] ASK 1
2023-03-13 00:45:59.256588 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:45:59.256604 [INFO   ] [AUTO] BID 3: 127000
2023-03-13 00:45:59.256612 [INFO   ] [AUTO] Max bid volume: 100
2023-03-13 00:45:59.256619 [INFO   ] [AUTO] Sending bid: 16 Price: 127100 Volume:100
2023-03-13 00:45:59.256944 [INFO   ] [AUTO] Order status update: 15
2023-03-13 00:45:59.257121 [INFO   ] [AUTO] Order status update: 16
2023-03-13 00:45:59.495051 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:45:59.495092 [INFO   ] [AUTO] ASK 1
2023-03-13 00:45:59.495100 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:45:59.801407 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:45:59.801451 [INFO   ] [AUTO] ASK 1
2023-03-13 00:45:59.801458 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:45:59.801476 [INFO   ] [AUTO] BID 3: 127400
2023-03-13 00:45:59.801484 [INFO   ] [AUTO] Max bid volume: 100
2023-03-13 00:45:59.801491 [INFO   ] [AUTO] Sending bid: 17 Price: 127200 Volume:100
2023-03-13 00:45:59.802739 [INFO   ] [AUTO] Order status update: 16
2023-03-13 00:45:59.802862 [INFO   ] [AUTO] Order status update: 17
2023-03-13 00:45:59.983741 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:45:59.983778 [INFO   ] [AUTO] ASK 1
2023-03-13 00:45:59.983785 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:46:00.276263 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:00.276309 [INFO   ] [AUTO] ASK 1
2023-03-13 00:46:00.276343 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:46:00.523163 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:00.523203 [INFO   ] [AUTO] ASK 1
2023-03-13 00:46:00.523210 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:46:00.523228 [INFO   ] [AUTO] BID 3: 127400
2023-03-13 00:46:00.523236 [INFO   ] [AUTO] Max bid volume: 100
2023-03-13 00:46:00.523243 [INFO   ] [AUTO] Sending bid: 18 Price: 127300 Volume:100
2023-03-13 00:46:00.523561 [INFO   ] [AUTO] Order status update: 17
2023-03-13 00:46:00.523671 [INFO   ] [AUTO] Order status update: 18
2023-03-13 00:46:00.786261 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:00.786305 [INFO   ] [AUTO] ASK 1
2023-03-13 00:46:00.786312 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:46:00.786328 [INFO   ] [AUTO] BID 3: 127400
2023-03-13 00:46:00.786335 [INFO   ] [AUTO] Max bid volume: 100
2023-03-13 00:46:00.786342 [INFO   ] [AUTO] Sending bid: 19 Price: 127400 Volume:100
2023-03-13 00:46:00.786863 [INFO   ] [AUTO] Order status update: 18
2023-03-13 00:46:00.786935 [INFO   ] [AUTO] Order status update: 19
2023-03-13 00:46:01.059547 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:01.059587 [INFO   ] [AUTO] ASK 1
2023-03-13 00:46:01.059594 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:46:01.254384 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:01.254437 [INFO   ] [AUTO] ASK 1
2023-03-13 00:46:01.254445 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:46:01.254464 [INFO   ] [AUTO] BID 3: 127400
2023-03-13 00:46:01.254471 [INFO   ] [AUTO] Max bid volume: 100
2023-03-13 00:46:01.254478 [INFO   ] [AUTO] Sending bid: 20 Price: 127500 Volume:100
2023-03-13 00:46:01.254594 [INFO   ] [AUTO] Order status update: 19
2023-03-13 00:46:01.254713 [INFO   ] [AUTO] Order status update: 20
2023-03-13 00:46:01.494130 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:01.494328 [INFO   ] [AUTO] ASK 1
2023-03-13 00:46:01.494335 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:46:01.494351 [INFO   ] [AUTO] BID 3: 127500
2023-03-13 00:46:01.494358 [INFO   ] [AUTO] Max bid volume: 100
2023-03-13 00:46:01.494365 [INFO   ] [AUTO] Sending bid: 21 Price: 127600 Volume:100
2023-03-13 00:46:01.494667 [INFO   ] [AUTO] Order status update: 20
2023-03-13 00:46:01.494753 [INFO   ] [AUTO] Order status update: 21
2023-03-13 00:46:01.748297 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:01.748331 [INFO   ] [AUTO] Cancelling: 21 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-13 00:46:01.748344 [INFO   ] [AUTO] ASK 1
2023-03-13 00:46:01.748351 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:46:01.748716 [INFO   ] [AUTO] Order status update: 21
2023-03-13 00:46:02.015840 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:02.015881 [INFO   ] [AUTO] ASK 1
2023-03-13 00:46:02.015888 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:46:02.015900 [INFO   ] [AUTO] BID 1
2023-03-13 00:46:02.015907 [INFO   ] [AUTO] Max bid volume: 100
2023-03-13 00:46:02.015913 [INFO   ] [AUTO] Sending bid: 22 Price: 127500 Volume:100
2023-03-13 00:46:02.026141 [INFO   ] [AUTO] Order status update: 22
2023-03-13 00:46:02.267356 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:02.267394 [INFO   ] [AUTO] ASK 1
2023-03-13 00:46:02.267401 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:46:02.267416 [INFO   ] [AUTO] BID 3: 127500
2023-03-13 00:46:02.267423 [INFO   ] [AUTO] Max bid volume: 100
2023-03-13 00:46:02.267430 [INFO   ] [AUTO] Sending bid: 23 Price: 127600 Volume:100
2023-03-13 00:46:02.267702 [INFO   ] [AUTO] Order status update: 22
2023-03-13 00:46:02.267778 [INFO   ] [AUTO] Order status update: 23
2023-03-13 00:46:02.519558 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:02.519601 [INFO   ] [AUTO] ASK 1
2023-03-13 00:46:02.519608 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:46:02.519624 [INFO   ] [AUTO] BID 3: 127800
2023-03-13 00:46:02.519631 [INFO   ] [AUTO] Max bid volume: 100
2023-03-13 00:46:02.519638 [INFO   ] [AUTO] Sending bid: 24 Price: 127900 Volume:100
2023-03-13 00:46:02.519788 [INFO   ] [AUTO] Order status update: 23
2023-03-13 00:46:02.519902 [INFO   ] [AUTO] Order status update: 24
2023-03-13 00:46:02.714866 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:02.714902 [INFO   ] [AUTO] ASK 1
2023-03-13 00:46:02.714909 [INFO   ] [AUTO] Max ask volume: 0
2023-03-13 00:46:02.714929 [INFO   ] [AUTO] BID 3: 127900
2023-03-13 00:46:02.714936 [INFO   ] [AUTO] Max bid volume: 100
2023-03-13 00:46:02.714943 [INFO   ] [AUTO] Sending bid: 25 Price: 128000 Volume:100
2023-03-13 00:46:02.715222 [INFO   ] [AUTO] Order status update: 24
2023-03-13 00:46:02.715430 [INFO   ] [AUTO] order 25 filled for 30 lots at $128000 cents
2023-03-13 00:46:02.715444 [INFO   ] [AUTO] Order status update: 25
2023-03-13 00:46:02.715657 [INFO   ] [AUTO] hedge order 26 filled for 30 lots at $128100 average price in cents
2023-03-13 00:46:03.011523 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:03.011564 [INFO   ] [AUTO] Cancelling: 25 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-13 00:46:03.011577 [INFO   ] [AUTO] ASK 1
2023-03-13 00:46:03.011583 [INFO   ] [AUTO] Max ask volume: 30
2023-03-13 00:46:03.011590 [INFO   ] [AUTO] Sending ask: 27 Price: 128200 Volume:30
2023-03-13 00:46:03.011822 [INFO   ] [AUTO] Order status update: 25
2023-03-13 00:46:03.011914 [INFO   ] [AUTO] Order status update: 27
2023-03-13 00:46:03.295567 [INFO   ] [AUTO] Cancelling: 0 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-13 00:46:03.295609 [INFO   ] [AUTO] ASK 3
2023-03-13 00:46:03.295616 [INFO   ] [AUTO] Max ask volume: 30
2023-03-13 00:46:03.295623 [INFO   ] [AUTO] Sending ask: 28 Price: 128100 Volume:30
2023-03-13 00:46:03.295634 [INFO   ] [AUTO] BID 1
2023-03-13 00:46:03.295641 [INFO   ] [AUTO] Max bid volume: 70
2023-03-13 00:46:03.295649 [INFO   ] [AUTO] Sending bid: 29 Price: 127700 Volume:70
2023-03-13 00:46:03.295852 [INFO   ] [AUTO] Order status update: 27
2023-03-13 00:46:03.295932 [INFO   ] [AUTO] Order status update: 28
2023-03-13 00:46:03.295981 [INFO   ] [AUTO] Order status update: 29
2023-03-13 00:46:03.441331 [INFO   ] [AUTO] order 29 filled for 33 lots at $127700 cents
2023-03-13 00:46:03.441358 [INFO   ] [AUTO] Order status update: 29
2023-03-13 00:46:03.441685 [INFO   ] [AUTO] hedge order 30 filled for 33 lots at $127800 average price in cents
2023-03-13 00:46:03.493175 [INFO   ] [AUTO] order 29 filled for 37 lots at $127700 cents
2023-03-13 00:46:03.493198 [INFO   ] [AUTO] Order status update: 29
2023-03-13 00:46:03.493835 [INFO   ] [AUTO] hedge order 31 filled for 37 lots at $127800 average price in cents
2023-03-13 00:46:03.507350 [INFO   ] [AUTO] ASK 3
2023-03-13 00:46:03.507358 [INFO   ] [AUTO] Max ask volume: 100
2023-03-13 00:46:03.507365 [INFO   ] [AUTO] Sending ask: 32 Price: 128000 Volume:100
2023-03-13 00:46:03.507377 [INFO   ] [AUTO] BID 1
2023-03-13 00:46:03.507384 [INFO   ] [AUTO] Max bid volume: 0
2023-03-13 00:46:03.507471 [INFO   ] [AUTO] Order status update: 28
2023-03-13 00:46:03.507555 [INFO   ] [AUTO] Order status update: 32
2023-03-13 00:46:03.806240 [INFO   ] [AUTO] Cancelling: 0 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-13 00:46:03.806290 [INFO   ] [AUTO] ASK 3
2023-03-13 00:46:03.806297 [INFO   ] [AUTO] Max ask volume: 100
2023-03-13 00:46:03.806304 [INFO   ] [AUTO] Sending ask: 33 Price: 127800 Volume:100
2023-03-13 00:46:03.806316 [INFO   ] [AUTO] BID 1
2023-03-13 00:46:03.806323 [INFO   ] [AUTO] Max bid volume: 0
2023-03-13 00:46:03.806550 [INFO   ] [AUTO] Order status update: 32
2023-03-13 00:46:03.806628 [INFO   ] [AUTO] Order status update: 33
2023-03-13 00:46:03.848233 [INFO   ] [AUTO] order 33 filled for 65 lots at $127800 cents
2023-03-13 00:46:03.848251 [INFO   ] [AUTO] Order status update: 33
2023-03-13 00:46:03.849300 [INFO   ] [AUTO] hedge order 34 filled for 65 lots at $127800 average price in cents
2023-03-13 00:46:03.977927 [INFO   ] [AUTO] Cancelling: 0 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-13 00:46:03.977976 [INFO   ] [AUTO] BID 1
2023-03-13 00:46:03.977983 [INFO   ] [AUTO] Max bid volume: 65
2023-03-13 00:46:03.977990 [INFO   ] [AUTO] Sending bid: 35 Price: 127500 Volume:65
2023-03-13 00:46:03.978510 [INFO   ] [AUTO] Order status update: 35
2023-03-13 00:46:03.998113 [INFO   ] [AUTO] order 33 filled for 8 lots at $127800 cents
2023-03-13 00:46:03.998129 [INFO   ] [AUTO] Order status update: 33
2023-03-13 00:46:03.998320 [INFO   ] [AUTO] hedge order 36 filled for 8 lots at $127700 average price in cents
2023-03-13 00:46:04.234988 [INFO   ] [AUTO] Cancelling: 35 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-13 00:46:04.235034 [INFO   ] [AUTO] ASK 3
2023-03-13 00:46:04.235041 [INFO   ] [AUTO] Max ask volume: 27
2023-03-13 00:46:04.235048 [INFO   ] [AUTO] Sending ask: 37 Price: 127700 Volume:27
2023-03-13 00:46:04.235259 [INFO   ] [AUTO] Order status update: 35
2023-03-13 00:46:04.235291 [INFO   ] [AUTO] Order status update: 33
2023-03-13 00:46:04.235355 [INFO   ] [AUTO] Order status update: 37
2023-03-13 00:46:04.477590 [INFO   ] [AUTO] Cancelling: 0 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-13 00:46:04.477633 [INFO   ] [AUTO] ASK 3
2023-03-13 00:46:04.477640 [INFO   ] [AUTO] Max ask volume: 27
2023-03-13 00:46:04.477647 [INFO   ] [AUTO] Sending ask: 38 Price: 127600 Volume:27
2023-03-13 00:46:04.477658 [INFO   ] [AUTO] BID 1
2023-03-13 00:46:04.477665 [INFO   ] [AUTO] Max bid volume: 73
2023-03-13 00:46:04.477672 [INFO   ] [AUTO] Sending bid: 39 Price: 127300 Volume:73
2023-03-13 00:46:04.477914 [INFO   ] [AUTO] Order status update: 37
2023-03-13 00:46:04.477987 [INFO   ] [AUTO] Order status update: 38
2023-03-13 00:46:04.478023 [INFO   ] [AUTO] Order status update: 39
2023-03-13 00:46:04.699053 [INFO   ] [AUTO] order 39 filled for 31 lots at $127300 cents
2023-03-13 00:46:04.699074 [INFO   ] [AUTO] Order status update: 39
2023-03-13 00:46:04.700427 [INFO   ] [AUTO] hedge order 40 filled for 31 lots at $127600 average price in cents
2023-03-13 00:46:04.764951 [INFO   ] [AUTO] Cancelling: 38 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:04.764995 [INFO   ] [AUTO] BID 3: 127300
2023-03-13 00:46:04.765002 [INFO   ] [AUTO] Max bid volume: 42
2023-03-13 00:46:04.765009 [INFO   ] [AUTO] Sending bid: 41 Price: 127400 Volume:42
2023-03-13 00:46:04.765350 [INFO   ] [AUTO] Order status update: 38
2023-03-13 00:46:04.765400 [INFO   ] [AUTO] Order status update: 39
2023-03-13 00:46:04.765970 [INFO   ] [AUTO] Order status update: 41
2023-03-13 00:46:04.986520 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:04.986564 [INFO   ] [AUTO] ASK 1
2023-03-13 00:46:04.986571 [INFO   ] [AUTO] Max ask volume: 58
2023-03-13 00:46:04.986578 [INFO   ] [AUTO] Sending ask: 42 Price: 127800 Volume:58
2023-03-13 00:46:04.987080 [INFO   ] [AUTO] Order status update: 42
2023-03-13 00:46:05.497967 [INFO   ] [AUTO] BID 3: 127400
2023-03-13 00:46:05.497978 [INFO   ] [AUTO] Max bid volume: 42
2023-03-13 00:46:05.497984 [INFO   ] [AUTO] Sending bid: 43 Price: 127500 Volume:42
2023-03-13 00:46:05.498557 [INFO   ] [AUTO] Order status update: 41
2023-03-13 00:46:05.498612 [INFO   ] [AUTO] Order status update: 43
2023-03-13 00:46:05.505097 [INFO   ] [AUTO] order 42 filled for 10 lots at $127800 cents
2023-03-13 00:46:05.505113 [INFO   ] [AUTO] Order status update: 42
2023-03-13 00:46:05.505393 [INFO   ] [AUTO] hedge order 44 filled for 10 lots at $127700 average price in cents
2023-03-13 00:46:06.032386 [INFO   ] [AUTO] Cancelling: 42 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:06.032732 [INFO   ] [AUTO] Order status update: 42
2023-03-13 00:46:06.247114 [INFO   ] [AUTO] Cancelling: 0 We have an ask and there is future ask and our ask is below the futures ask (bad) -> cancel our ask
2023-03-13 00:46:06.247154 [INFO   ] [AUTO] ASK 1
2023-03-13 00:46:06.247162 [INFO   ] [AUTO] Max ask volume: 48
2023-03-13 00:46:06.247169 [INFO   ] [AUTO] Sending ask: 45 Price: 128000 Volume:48
2023-03-13 00:46:06.247184 [INFO   ] [AUTO] BID 3: 127500
2023-03-13 00:46:06.247192 [INFO   ] [AUTO] Max bid volume: 52
2023-03-13 00:46:06.247199 [INFO   ] [AUTO] Sending bid: 46 Price: 127600 Volume:52
2023-03-13 00:46:06.247379 [INFO   ] [AUTO] Order status update: 45
2023-03-13 00:46:06.247458 [INFO   ] [AUTO] Order status update: 43
2023-03-13 00:46:06.247511 [INFO   ] [AUTO] Order status update: 46
2023-03-13 00:46:06.515837 [INFO   ] [AUTO] Cancelling: 46 We have a bid and there is future id and our bid is above the futures bid (bad) -> cancel our bid
2023-03-13 00:46:06.515878 [INFO   ] [AUTO] ASK 3
